terminal,at_utc,claimed,reason,claimed_item_id,history_skipped,q08_dsr_context_skipped,ram_class_skipped,history_claim_preflights_count
T10,2026-09-15T09:15:30.568+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:15:35.026+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:15:35.781+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:15:38.429+00:00,False,no_pending_claimable,,103,8,288,3
T10,2026-09-15T09:15:42.341+00:00,False,no_pending_claimable,,103,8,293,3
T9,2026-09-15T09:15:44.978+00:00,False,claim_order_snapshot_stale,,,,,3
T2,2026-09-15T09:15:45.908+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:15:47.653+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:15:49.188+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:15:49.914+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:15:51.376+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:15:53.491+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:15:59.256+00:00,False,claim_order_snapshot_stale,,,,,3
T2,2026-09-15T09:15:59.797+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:15:59.823+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:16:00.488+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:16:02.700+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:16:04.061+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:16:05.292+00:00,False,no_pending_claimable,,103,8,285,3
T9,2026-09-15T09:16:11.565+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:16:12.457+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:16:14.954+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:16:15.111+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:16:18.453+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:16:22.463+00:00,False,no_pending_claimable,,103,8,285,3
T5,2026-09-15T09:16:22.662+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:16:26.297+00:00,False,no_pending_claimable,,103,8,286,3
T3,2026-09-15T09:16:31.203+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:16:31.207+00:00,False,claim_order_snapshot_stale,,,,,3
T5,2026-09-15T09:16:36.729+00:00,False,claim_order_snapshot_stale,,,,,3
T1,2026-09-15T09:16:37.379+00:00,False,no_pending_claimable,,103,8,285,3
T2,2026-09-15T09:16:37.681+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:16:38.124+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:16:39.036+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:16:40.493+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:16:43.994+00:00,False,claim_order_snapshot_stale,,,,,3
T1,2026-09-15T09:16:44.477+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:16:44.611+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:16:47.887+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:16:50.256+00:00,False,no_pending_claimable,,103,8,296,3
T4,2026-09-15T09:16:51.501+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:16:52.614+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:16:55.082+00:00,False,claim_order_snapshot_stale,,,,,3
T1,2026-09-15T09:16:56.196+00:00,False,no_pending_claimable,,103,8,285,3
T8,2026-09-15T09:16:58.570+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:17:02.757+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:17:02.998+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:17:03.669+00:00,False,claim_order_snapshot_stale,,,,,3
T8,2026-09-15T09:17:05.656+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:17:06.579+00:00,False,no_pending_claimable,,104,7,296,3
T9,2026-09-15T09:17:09.583+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:17:13.560+00:00,False,no_pending_claimable,,103,8,288,3
T5,2026-09-15T09:17:18.224+00:00,False,claim_order_snapshot_stale,,,,,3
T1,2026-09-15T09:17:18.426+00:00,False,claim_order_snapshot_stale,,,,,3
T10,2026-09-15T09:17:19.055+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:17:19.260+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:17:20.712+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:17:20.871+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:17:21.418+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:17:22.943+00:00,False,no_pending_claimable,,104,7,296,3
T2,2026-09-15T09:17:24.568+00:00,False,no_pending_claimable,,103,8,288,3
T5,2026-09-15T09:17:28.978+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:17:29.446+00:00,False,no_pending_claimable,,103,8,285,3
T2,2026-09-15T09:17:30.786+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:17:31.401+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:17:35.353+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:17:37.780+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:17:38.521+00:00,False,no_pending_claimable,,103,8,285,3
T2,2026-09-15T09:17:40.363+00:00,False,no_pending_claimable,,103,8,288,3
T5,2026-09-15T09:17:45.498+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:17:46.153+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:17:48.240+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:17:51.474+00:00,False,claim_order_snapshot_stale,,,,,3
T9,2026-09-15T09:17:52.116+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:17:53.477+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:17:53.521+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:17:56.448+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:17:56.671+00:00,False,no_pending_claimable,,104,7,286,3
T9,2026-09-15T09:17:59.154+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:18:00.024+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:18:00.772+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:18:03.654+00:00,False,no_pending_claimable,,103,8,288,3
T7,2026-09-15T09:18:04.044+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:18:05.579+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:18:08.164+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:18:08.684+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:18:11.303+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:18:16.043+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:18:16.905+00:00,False,no_pending_claimable,,103,8,288,3
T7,2026-09-15T09:18:18.127+00:00,False,no_pending_claimable,,103,8,286,3
T9,2026-09-15T09:18:18.442+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:18:20.808+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:18:29.652+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:18:31.247+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:18:31.999+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:18:32.530+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:18:33.069+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:18:33.330+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:18:36.411+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:18:36.477+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:18:37.885+00:00,False,no_pending_claimable,,103,8,293,3
T1,2026-09-15T09:18:39.987+00:00,False,no_pending_claimable,,103,8,285,3
T8,2026-09-15T09:18:43.560+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:18:45.163+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:18:46.625+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:18:47.216+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:18:53.929+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:18:53.995+00:00,False,no_pending_claimable,,103,8,296,3
T10,2026-09-15T09:18:56.559+00:00,False,no_pending_claimable,,103,8,293,3
T1,2026-09-15T09:18:59.507+00:00,False,no_pending_claimable,,103,8,285,3
T5,2026-09-15T09:19:04.041+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:19:09.476+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:19:09.969+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:19:10.521+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:19:10.941+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:19:11.502+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:19:11.937+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:19:12.907+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:19:14.206+00:00,False,claim_order_snapshot_stale,,,,,3
T7,2026-09-15T09:19:14.240+00:00,False,claim_order_snapshot_stale,,,,,3
T5,2026-09-15T09:19:21.168+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:19:25.671+00:00,False,no_pending_claimable,,103,8,286,3
T1,2026-09-15T09:19:26.146+00:00,False,no_pending_claimable,,103,8,285,3
T5,2026-09-15T09:19:27.561+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:19:32.340+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:19:32.853+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:19:38.226+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:19:42.068+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:19:43.941+00:00,False,no_pending_claimable,,104,7,296,3
T5,2026-09-15T09:19:45.771+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:19:45.826+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:19:45.854+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:19:48.170+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:19:49.320+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:19:50.876+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:19:52.378+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:19:53.181+00:00,False,no_pending_claimable,,103,8,288,3
T4,2026-09-15T09:19:53.845+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:19:56.575+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:19:59.997+00:00,False,no_pending_claimable,,105,9,293,3
T8,2026-09-15T09:20:02.957+00:00,False,no_pending_claimable,,106,8,293,3
T3,2026-09-15T09:20:05.584+00:00,False,no_pending_claimable,,106,8,293,3
T2,2026-09-15T09:20:09.046+00:00,False,no_pending_claimable,,105,9,285,3
T5,2026-09-15T09:20:10.928+00:00,False,no_pending_claimable,,107,7,293,3
T9,2026-09-15T09:20:14.535+00:00,False,no_pending_claimable,,105,9,293,3
T8,2026-09-15T09:20:19.356+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:20:21.099+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:20:21.246+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:20:22.205+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:20:23.570+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:20:24.144+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:20:25.499+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:20:27.858+00:00,False,no_pending_claimable,,105,9,293,3
T4,2026-09-15T09:20:30.177+00:00,False,no_pending_claimable,,105,9,293,3
T9,2026-09-15T09:20:33.170+00:00,False,no_pending_claimable,,105,9,293,3
T5,2026-09-15T09:20:38.759+00:00,False,no_pending_claimable,,105,9,293,3
T9,2026-09-15T09:20:40.374+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:20:41.710+00:00,False,no_pending_claimable,,105,9,293,3
T5,2026-09-15T09:20:51.670+00:00,False,no_pending_claimable,,105,9,293,3
T8,2026-09-15T09:20:54.951+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:20:54.958+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:20:54.968+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:20:55.782+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:20:58.250+00:00,False,no_pending_claimable,,105,9,293,3
T7,2026-09-15T09:21:01.063+00:00,False,no_pending_claimable,,106,8,283,3
T2,2026-09-15T09:21:03.029+00:00,False,claim_order_snapshot_stale,,,,,3
T10,2026-09-15T09:21:04.110+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:21:06.051+00:00,False,no_pending_claimable,,105,7,295,3
T4,2026-09-15T09:21:10.566+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:21:14.411+00:00,False,no_pending_claimable,,103,8,286,3
T2,2026-09-15T09:21:17.762+00:00,False,no_pending_claimable,,103,8,288,3
T5,2026-09-15T09:21:21.319+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:21:22.208+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:21:24.126+00:00,False,claim_order_snapshot_stale,,,,,3
T2,2026-09-15T09:21:25.076+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:21:28.402+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:21:30.907+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:21:35.934+00:00,False,claim_order_snapshot_stale,,,,,3
T9,2026-09-15T09:21:35.944+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:21:37.198+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:21:37.632+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:21:37.665+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:21:37.672+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:21:37.841+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:21:39.362+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:21:41.017+00:00,False,no_pending_claimable,,103,8,288,3
T2,2026-09-15T09:21:47.677+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:21:48.092+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:21:48.646+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:21:50.704+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:21:54.915+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:21:55.553+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:21:57.696+00:00,False,no_pending_claimable,,103,8,288,3
T8,2026-09-15T09:21:57.725+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:22:12.370+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:22:12.689+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:22:15.139+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:22:15.529+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:22:15.532+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:22:16.756+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:22:21.375+00:00,False,no_pending_claimable,,103,8,293,3
T4,2026-09-15T09:22:21.855+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:22:22.024+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:22:24.857+00:00,False,no_pending_claimable,,103,8,296,3
T10,2026-09-15T09:22:28.968+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:22:32.342+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:22:41.518+00:00,False,no_pending_claimable,,103,8,293,3
T3,2026-09-15T09:22:47.112+00:00,False,no_pending_claimable,,104,7,296,3
T9,2026-09-15T09:22:47.835+00:00,False,no_pending_claimable,,104,7,296,3
T1,2026-09-15T09:22:51.378+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:22:54.223+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:22:54.425+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:22:55.691+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:22:56.645+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:23:00.837+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:23:02.119+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:23:02.251+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:23:04.118+00:00,False,no_pending_claimable,,104,7,296,3
T4,2026-09-15T09:23:13.720+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:23:17.098+00:00,False,no_pending_claimable,,103,8,296,3
T4,2026-09-15T09:23:28.329+00:00,False,claim_order_snapshot_stale,,,,,3
T8,2026-09-15T09:23:30.079+00:00,False,no_pending_claimable,,104,7,296,3
T10,2026-09-15T09:23:30.081+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:23:31.812+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:23:32.567+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:23:34.669+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:23:35.108+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:23:38.029+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:23:40.860+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:23:40.880+00:00,False,claim_order_snapshot_stale,,,,,3
T4,2026-09-15T09:23:43.495+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:23:47.005+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:23:50.096+00:00,False,no_pending_claimable,,103,8,296,3
T4,2026-09-15T09:23:51.429+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:23:54.655+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:23:54.919+00:00,False,claim_order_snapshot_stale,,,,,3
T7,2026-09-15T09:23:55.665+00:00,False,no_pending_claimable,,103,8,286,3
T8,2026-09-15T09:24:03.445+00:00,False,no_pending_claimable,,103,8,296,3
T4,2026-09-15T09:24:07.920+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:24:08.843+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:24:09.925+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:24:10.446+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:24:10.796+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:24:11.666+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:24:14.586+00:00,False,no_pending_claimable,,103,8,288,3
T9,2026-09-15T09:24:16.362+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:24:18.488+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:24:21.728+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:24:23.562+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:24:25.886+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:24:33.103+00:00,False,no_pending_claimable,,103,8,288,3
T9,2026-09-15T09:24:37.054+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:24:41.162+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:24:46.318+00:00,False,no_pending_claimable,,103,8,285,3
T7,2026-09-15T09:24:48.326+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:24:48.448+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:24:49.014+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:24:49.141+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:24:50.252+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:24:53.018+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:24:53.050+00:00,False,no_pending_claimable,,104,7,293,3
T8,2026-09-15T09:24:54.404+00:00,False,claim_order_snapshot_stale,,,,,3
T1,2026-09-15T09:24:56.918+00:00,False,no_pending_claimable,,103,8,285,3
T10,2026-09-15T09:25:00.909+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:25:07.672+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:25:11.824+00:00,False,no_pending_claimable,,103,8,285,3
T10,2026-09-15T09:25:15.214+00:00,False,no_pending_claimable,,103,8,293,3
T7,2026-09-15T09:25:20.145+00:00,False,no_pending_claimable,,103,8,286,3
T8,2026-09-15T09:25:24.294+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:25:26.434+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:25:26.446+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:25:26.532+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:25:29.163+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:25:29.867+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:25:29.890+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:25:31.123+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:25:31.244+00:00,False,no_pending_claimable,,103,8,288,3
T7,2026-09-15T09:25:33.177+00:00,False,no_pending_claimable,,103,8,286,3
T2,2026-09-15T09:25:37.857+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:25:39.853+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:25:40.353+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:25:46.935+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:25:47.078+00:00,False,no_pending_claimable,,103,8,288,3
T7,2026-09-15T09:25:49.160+00:00,False,no_pending_claimable,,103,8,286,3
T2,2026-09-15T09:25:54.156+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:25:56.931+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:25:58.314+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:26:04.439+00:00,False,no_pending_claimable,,103,8,285,3
T10,2026-09-15T09:26:09.799+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:26:10.217+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:26:10.279+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:26:10.290+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:26:10.366+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:26:11.817+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:26:14.733+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:26:16.086+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:26:18.396+00:00,False,no_pending_claimable,,103,8,285,3
T8,2026-09-15T09:26:22.859+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:26:25.035+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:26:32.126+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:26:34.400+00:00,False,no_pending_claimable,,103,8,285,3
T10,2026-09-15T09:26:42.612+00:00,False,no_pending_claimable,,103,8,293,3
T8,2026-09-15T09:26:46.587+00:00,False,claim_order_snapshot_stale,,,,,3
T7,2026-09-15T09:26:48.845+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:26:49.265+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:26:49.552+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:26:49.735+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:26:50.189+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:26:50.486+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:26:50.977+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:26:52.531+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:26:56.323+00:00,False,no_pending_claimable,,103,8,296,3
T10,2026-09-15T09:26:58.314+00:00,False,claim_order_snapshot_stale,,,,,3
T3,2026-09-15T09:27:01.861+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:27:05.620+00:00,False,no_pending_claimable,,103,8,296,3
T10,2026-09-15T09:27:08.297+00:00,False,no_pending_claimable,,103,8,293,3
T3,2026-09-15T09:27:08.757+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:27:12.307+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:27:15.298+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:27:19.801+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:27:23.397+00:00,False,claim_order_snapshot_stale,,,,,3
T4,2026-09-15T09:27:26.590+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:27:26.729+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:27:26.794+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:27:27.451+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:27:27.636+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:27:29.505+00:00,False,no_pending_claimable,,103,8,296,3
T10,2026-09-15T09:27:29.534+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:27:31.630+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:27:34.031+00:00,False,no_pending_claimable,,103,8,288,3
T3,2026-09-15T09:27:36.597+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:27:39.130+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:27:40.830+00:00,False,no_pending_claimable,,104,7,296,3
