cell_key,work_item_id,start,length,exit,year,status,verdict,error,window_admissible
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s5_l5_x18,b6a3b945-c30b-5480-8213-18b155843863,5,5,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s5_l6_x18,71d818bd-0adf-5399-8312-56b3c4fa614a,5,6,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s5_l6_x18,997137b1-b56d-5d54-b948-16aed7aaa419,5,6,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s5_l6_x18,62e60d96-55bf-579e-9b37-c9f6fcd2b0a5,5,6,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s5_l6_x18,87688b7b-de3f-5bf2-905e-2019e1918e6c,5,6,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s5_l6_x18,cbc6e3e5-0b1e-5e4c-889a-efce8f56cdcc,5,6,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s5_l6_x18,4d87dc92-51f1-5324-beba-e9702d0ccacd,5,6,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s5_l6_x18,dd1ff364-01d1-5f2c-8452-b585754ca2ca,5,6,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s5_l7_x18,5438407f-e413-56e2-9106-97beeb98beba,5,7,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s5_l7_x18,6424ea63-6ddc-5aca-8321-b750cd520705,5,7,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s5_l7_x18,3bee1435-372a-5e45-bafd-18b2e1f16559,5,7,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s5_l7_x18,c0adf464-3ff4-5a4b-b2ea-8efc72d784ed,5,7,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s5_l7_x18,94f3577c-355f-5aaa-91e7-7d2a6c59b93e,5,7,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s5_l7_x18,4ff0f00e-51a1-5bb9-a424-8200f6108393,5,7,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s5_l7_x18,9fa8b57a-ecb7-51f6-ac95-e9541730f225,5,7,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s5_l8_x18,6957c71c-2ebc-563c-b4d4-410989d0121a,5,8,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s5_l8_x18,2d4784f2-6d71-54f5-9cfe-96f9a728dd5e,5,8,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s5_l8_x18,868e0b50-c638-5bf8-88d5-a45f4c6f77e5,5,8,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s5_l8_x18,0f85c809-96c0-5e48-ab04-2963a69703ea,5,8,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s5_l8_x18,6fb206c5-cb44-5d18-9e85-47e1a8162d79,5,8,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s5_l8_x18,af374670-c5fe-5846-977c-a35ae360e264,5,8,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s5_l8_x18,95012bab-ea12-5768-882a-86a0524cfd4b,5,8,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s6_l2_x18,8447827c-467b-5d51-b909-45ff1efe71f9,6,2,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s6_l2_x18,6e2c6cc7-bad0-5c8a-8126-f6117748672e,6,2,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s6_l2_x18,406aa3f6-8ba3-55be-9428-72307f1fe5f6,6,2,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s6_l2_x18,172b240f-7d3d-5a91-88e9-4af8bfca667a,6,2,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s6_l2_x18,a213d403-2937-5ed1-8d65-3389801640b7,6,2,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s6_l2_x18,af328b8b-c4f8-5f47-bb07-22c1847e45d6,6,2,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s6_l2_x18,7320635e-46ba-5b28-8192-b16583679244,6,2,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s6_l3_x18,dba2df4d-34f8-5e1d-9e79-3eba4ae2f8eb,6,3,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s6_l3_x18,e3df8455-9c55-5eaf-9ae8-a660a8df7b65,6,3,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s6_l3_x18,9a927e65-d946-52d0-b3e9-86ec5c00dcaa,6,3,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s6_l3_x18,9039ccc6-f7fe-5950-965b-66a915b931d2,6,3,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s6_l3_x18,64a297c1-a0d1-5447-a5a2-f80f1cbc31eb,6,3,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s6_l3_x18,a61da1e9-cd95-5923-af20-11dd451d0797,6,3,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s6_l3_x18,c462a25b-4d12-51e7-a110-c612b9162ed8,6,3,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s6_l4_x18,8af724e9-0558-5559-807a-c6586c44f05c,6,4,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s6_l4_x18,0e165008-b606-5bf9-bd66-007552ddc453,6,4,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s6_l4_x18,3415da65-aa76-5cf6-86b3-40b5129b9366,6,4,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s6_l4_x18,0cbed368-5ae3-53c4-97e2-a45a113ccb86,6,4,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s6_l4_x18,4f03b0e8-6b34-5d85-9c65-ba2c09814bd1,6,4,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s6_l4_x18,3ab0410a-a731-53ee-9859-abd9c186d51d,6,4,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s6_l4_x18,a601606a-da44-571d-b907-a48b0167cfb3,6,4,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s6_l5_x18,ef86eb7b-724a-51df-a7b0-09c2666ed0ae,6,5,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s6_l5_x18,f1432f73-2e10-501b-8144-c15af0c4c2f4,6,5,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s6_l5_x18,0988b3a0-292c-5de2-a277-6f6eed88d983,6,5,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s6_l5_x18,0a243eb3-56fa-5ff1-b4df-2acafae876a1,6,5,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s6_l5_x18,d3d5fd0f-76b2-5cef-b357-35ca72b23a21,6,5,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s6_l5_x18,00c40ac8-2ac3-5b42-b7f7-7f8138824510,6,5,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s6_l5_x18,1c92f4e7-bdbc-50ff-9706-2543da103a8c,6,5,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s6_l6_x18,3afa7017-fdb1-51d0-a60b-9d138a56f997,6,6,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s6_l6_x18,5b8dc5cd-809a-58ff-93a5-5ad554f82cb7,6,6,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s6_l6_x18,fc04b446-3fa4-5247-b40d-6f866bf15abd,6,6,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s6_l6_x18,fae5e3ab-1c7c-5451-9868-a0738bbc646d,6,6,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s6_l6_x18,30878978-79eb-5c24-96cf-49d9a3419b42,6,6,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s6_l6_x18,eaac9738-f02a-502e-9090-c1c06e3dc32b,6,6,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s6_l6_x18,b66f7076-7126-52ed-81ae-54002ad2b74e,6,6,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s6_l7_x18,872bae81-fc97-5cef-aefe-05fb435bbdd9,6,7,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s6_l7_x18,283b8032-2778-5475-814f-9405b0f9af0a,6,7,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s6_l7_x18,daa853fd-edff-5005-b93f-884f4264575c,6,7,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s6_l7_x18,b38df777-4e93-5882-a77e-5da77e5469a3,6,7,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s6_l7_x18,1d744183-3f84-50d1-8009-66f7d93a3bbd,6,7,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s6_l7_x18,12300e76-d156-5b42-b40d-86e3b0f44148,6,7,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s6_l7_x18,d738e98e-2ae9-5179-917d-f36062c148bf,6,7,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s7_l2_x18,34a1a836-e123-5686-94b3-7638c395775b,7,2,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s7_l2_x18,3a5583cb-2228-5b1a-ad83-f512e52c047d,7,2,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s7_l2_x18,95b1abf5-d02f-5e23-a299-46f2640af0ff,7,2,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s7_l2_x18,5a5a0a12-419a-52d7-bf4e-cfb57bf977a2,7,2,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s7_l2_x18,cd4c89a9-ee1e-54cf-90dd-aeb603f76c32,7,2,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s7_l2_x18,7baea87e-73e3-5a26-8ffa-8136f1c0d591,7,2,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s7_l2_x18,aff4552f-a660-5b2c-9ec3-96e2396de0b7,7,2,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s7_l3_x18,df2c353d-7943-580a-95c1-ebe4965100e6,7,3,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s7_l3_x18,a65fd07b-5180-5aac-aeb7-efb9b5cdaada,7,3,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s7_l3_x18,a3e2db29-bdca-5280-a8c5-68aea566b3d0,7,3,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s7_l3_x18,b8fd74c8-117a-593c-a6c6-52fb8243f7fb,7,3,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s7_l3_x18,a98dc570-e532-598e-8444-e70ac8a2e862,7,3,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s7_l3_x18,4a4dcc84-ae10-5815-81cf-6fee160b6fca,7,3,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s7_l3_x18,03509013-8949-5970-b522-1490c68cec1e,7,3,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s7_l4_x18,ca0a5716-0aa3-5549-8e1f-1837cf1d9321,7,4,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s7_l4_x18,f9f2ff0b-e079-56f7-96e2-b5e65fd189dc,7,4,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s7_l4_x18,b2a8f810-ee76-52b8-9744-b7e8a56ed87d,7,4,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s7_l4_x18,2cdf87b1-9c26-5216-8097-d4909ae88cb6,7,4,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s7_l4_x18,046b41bf-f7b3-5702-b817-154a01b9b23e,7,4,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s7_l4_x18,e4af5592-4620-5e14-a1b8-ca26e80a625d,7,4,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s7_l4_x18,6d922135-e380-5ed6-bca2-f1d9fe860a55,7,4,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s7_l5_x18,39803bae-e1a8-5b21-8ad7-d7648eb73aaa,7,5,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s7_l5_x18,6b41debc-1ffb-5dea-ae18-675b52cc50ca,7,5,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s7_l5_x18,bea6fe79-46c8-5911-a483-8998b201baf5,7,5,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s7_l5_x18,6e7e1a1d-ef3a-5d42-a283-a97b8cedcdf6,7,5,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s7_l5_x18,58350a41-cf86-5535-99a6-66b77396e921,7,5,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s7_l5_x18,4369d4f0-5f61-5a29-871a-604723130196,7,5,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s7_l5_x18,a3a816cb-00d2-53fb-9029-0825e9581f1e,7,5,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s7_l6_x18,4846009a-5f18-5569-a213-1e1b4403f6fa,7,6,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s7_l6_x18,458f45d4-e1fb-5f24-835c-b0651b7d022e,7,6,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s7_l6_x18,7db34d2e-75c4-5a57-94d2-69e4e371424a,7,6,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s7_l6_x18,3b000a40-46f1-58bc-93cf-82ed280d6d6c,7,6,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s7_l6_x18,173e1f7d-4cb2-58e8-bb08-6c3214e710db,7,6,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s7_l6_x18,5294a41e-2519-5d11-a818-cceaab34d924,7,6,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s7_l6_x18,07193230-0482-51a1-bf81-e9c46cb6bc03,7,6,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s8_l2_x18,d393f878-3c91-57fc-969e-b5cfafe6552e,8,2,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s8_l2_x18,6ed0bb4d-372d-537b-946e-ef592bcc5c92,8,2,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s8_l2_x18,f7eb25d0-afcf-5658-a489-b4415dacf004,8,2,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s8_l2_x18,0c43b7b8-685c-5ef6-b824-8968b40417cc,8,2,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s8_l2_x18,09ed7b32-ae88-57c1-9ddd-5cdc69d0f5f2,8,2,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s8_l2_x18,3c21425a-0950-57f8-ac3c-c1a371631df0,8,2,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s8_l2_x18,691e9bdb-5a30-5999-b009-df3b4245f4db,8,2,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s8_l3_x18,a1279d9a-b7eb-55fc-911f-e4c413589222,8,3,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s8_l3_x18,0a40c38f-c4ec-5ffd-b1ab-4902daa0c59e,8,3,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s8_l3_x18,f4efe7f4-3e23-531d-9d49-ddf8d56dfb1d,8,3,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s8_l3_x18,ad59ab24-2424-5186-a574-7539ba530b00,8,3,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s8_l3_x18,5f45e1c0-0316-55e5-ac95-a0015314544a,8,3,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s8_l3_x18,dee65d82-a433-5e6e-acf8-1f57a35925d3,8,3,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s8_l3_x18,33156153-b4fc-5dcc-819b-ed54a48698f7,8,3,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s8_l4_x18,bdabc95a-6cd2-588e-9187-a55face6918e,8,4,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s8_l4_x18,217b181c-7d21-5f4c-a998-69575eecc8f7,8,4,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s8_l4_x18,78ab2522-c29c-5c8e-ad4a-93ec4375c7ce,8,4,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s8_l4_x18,6f0aa4ec-36f0-5268-809d-7b94836e5d26,8,4,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s8_l4_x18,b68ebf1f-f85c-5a7d-b9ac-4f17110b8b57,8,4,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s8_l4_x18,b19d0f29-4fe3-55c8-8d4f-e24c26992a31,8,4,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s8_l4_x18,f010fb1c-49fd-53c1-81d2-2b90165b2416,8,4,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s8_l5_x18,7cb0a02c-78dd-5e26-87ca-ca830946fb61,8,5,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s8_l5_x18,1605ccb0-1a4d-5b5a-981d-88dd59d62643,8,5,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s8_l5_x18,42c03ac2-be16-5db7-8699-3e841621d139,8,5,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s8_l5_x18,69e7e260-d192-5fcc-9514-184ddf694c90,8,5,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s8_l5_x18,59668eee-7984-52bd-9dc7-f101d63fe18a,8,5,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s8_l5_x18,e2b805b5-88f9-52f5-85e9-3c66277c8a8d,8,5,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s8_l5_x18,056e0b30-2a27-53ba-8c63-4f59068fef24,8,5,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s9_l2_x18,d2b72114-f281-52de-8f78-7ba25b434c3a,9,2,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s9_l2_x18,96ebec75-0313-5156-9099-cc122d5b5fcb,9,2,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s9_l2_x18,ebfdd5a6-070f-51d7-b3f1-9196b946a4d8,9,2,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s9_l2_x18,c2b7198b-c4f2-5785-922f-c039046ab6de,9,2,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s9_l2_x18,dea5a71a-1030-592f-8ba3-1af4d9fc1391,9,2,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s9_l2_x18,5af44bdf-8ed7-5b75-b81c-c794cec9f39a,9,2,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s9_l2_x18,d9e0bb49-3824-5ed3-8897-3a58112ef768,9,2,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s9_l3_x18,5308e029-1d5e-5765-8b42-ed693d927840,9,3,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s9_l3_x18,02fa0239-aa21-5e5d-b25a-b0c9a79fac04,9,3,18,2020,NOT_ENQUEUED,,,UNDETERMINED
